"ID ";"Rubrik ";"Titel-DE ";"Title-EN ";"Text-DE ";"Text-EN ";"Bild ";"Zeichnung ";"Kategorie-DE ";"Kategorie-EN "
"3266 ";" 2.28 ";"BSP - 60° - Gerade ";"BSP - 60° - Straight ";"Mit BSP Überwurfmutter
Für Gegenanschluss mit 60°-Konus
DKR - Gerade ";"<div>With BSP Union Nut &nbsp;<br>
To Interface with 60°-Cone DKR - Straight</div> ";"DKR_60.png ";"DKR_60.png ";"60°- Dichtkegel ";"60°- Cone "
"3267 ";" 2.29 ";"BSP - 60° - 90°-Bogen ";"BSP - 60° - 90°-Elbow ";"Mit BSP Überwurfmutter
Für Gegenanschluss mit 60°-Konus
DKR - 90°-Bogen ";"<div>With BSP Union Nut &nbsp;<br>
To Interface with 60°-Cone DKR - 90°-Elbow</div> ";"DKR_90.png ";"DKR_90.png ";"60°- Dichtkegel ";"60°- Cone "
"3268 ";" 2.30 ";"BSP - 60° - 45°-Bogen ";"BSP - 60° - 45°-Elbow ";"Mit BSP Überwurfmutter
Für Gegenanschluss mit 60°-Konus
DKR - 45°-Bogen ";"<div>With BSP Union Nut &nbsp;</div>

<div>To Interface with 60°-Cone DKR - 45°-Elbow</div> ";"DKR_45.png ";"DKR_45.png ";"60°- Dichtkegel ";"60°- Cone "
"3930 ";" 2.31 ";"BSP - 60° - Gerade ";"BSP - 60° - Straight ";"<div>Mit BSP Überwurfmutter</div>

<div>Für Gegenanschluss mit 60°-Konus</div>

<div>DKOR - Gerade</div>

<div>O-Ring = NBR</div>

<div>Auf Anfrage = FPM</div> ";"<div>With BSP Union Nut </div>

<div>To Interface with 60°-Cone</div>

<div>DKOR - Straight</div>

<div>O-Ring = NBR</div>

<div>On Request = FPM</div> ";"DKOR_Gerade.png ";"DN12-DKOR-S.-2.34.png ";"60°- Dichtkegel mit O-Ring ";"60°- Cone with O-Ring "
"3931 ";" 2.32 ";"BSP - 90° - Bogen ";"BSP - 90° - Elbow ";"<div>Mit BSP Überwurfmutter</div>

<div>Für Gegenanschluss mit 60°-Konus</div>

<div>DKOR - 90°-Bogen</div>

<div>O-Ring = NBR</div>

<div>Auf Anfrage = FPM</div> ";"<div>With BSP Union Nut </div>

<div>To Interface with 60°-Cone</div>

<div>DKOR - 90°-Elbow</div>

<div>O-Ring = NBR</div>

<div>On Request = FPM</div> ";"DKOR_90.png ";"DN12-DKOR90_s_2.36.png ";"60°- Dichtkegel mit O-Ring ";"60°- Cone with O-Ring "
"3932 ";" 2.33 ";"BSP - 45° - Bogen ";"BSP - 45° - Elbow ";"<div>Mit BSP Überwurfmutter</div>

<div>Für Gegenanschluss mit 60°-Konus</div>

<div>DKOR - 45°-Bogen</div>

<div>O-Ring = NBR</div>

<div>Auf Anfrage = FPM</div> ";"<div>With BSP Union Nut </div>

<div>To Interface with 60°-Cone</div>

<div>DKOR - 45°-Elbow</div>

<div>O-Ring = NBR</div>

<div>On Request = FPM</div> ";"DKOR_45.png ";"DN12-DKOR45_s_2.37.png ";"60°- Dichtkegel mit O-Ring ";"60°- Cone with O-Ring "
"3278 ";" 2.34 ";"BSP - 60°-Konus ";"BSP - 60°-Cone ";"Mit 60°-Innenkonus und angedrehter Dichtkante 
Form B 
Gewinde: BSP - Zylindrisch ";"With 60°-Cone and Sealing Shoulder 
Form B
Thread: BSP - Parallel ";"AGR.png ";"AGR.png ";"60°- Konus - Außengewinde ";"60°- Male - Cone "
"3271 ";" 2.35 ";"Nippel - Gerade ";"Female Nipples - Straight ";"Mit Überwurfmutter
Gerade ";"With Nut 
Straight ";"DKJ.png ";"DKJ.png ";"37° - (JIC) - Konus ";"37° - (JIC) - Cone "
"3273 ";" 2.36 ";"Nippel - 90°-Bogen ";"Female Nipples - 90°-Elbow ";"Mit Überwurfmutter
90° ";"With Nut
90° ";"DKJ_90.png ";"DKJ_90.png ";"37° - (JIC) - Konus ";"37° - (JIC) - Cone "
"3272 ";" 2.37 ";"Nippel - 45°-Bogen ";"Female Nipples - 45°-Elbow ";"Mit Überwurfmutter
45° ";"With Nut 
45° ";"DKJ_45.png ";"DKJ_45.png ";"37° - (JIC) - Konus ";"37° - (JIC) - Cone "
"3274 ";" 2.38 ";"Nippel mit zwei Sechskant ";"Female Nipples with Double Hexagon ";"Mit Überwurfmutter und 37°-Konus-Sitz ";"With Nut and 37°-Cone-Seat ";"DKJ_HEX.png ";"DKJ_HEX.png ";"37° - (JIC) - Konus ";"37° - (JIC) - Cone "
"3275 ";" 2.39 ";"Außengewinde-Nippel ";"Male Nipples ";"Außengewinde ";"Male Thread ";"AGJ.png ";"AGJ.png ";"37° - (JIC) - Kegel ";"37° - (JIC) - Cone "
"3269 ";" 2.40 ";"BSP - Gerade ";"BSP - Straight ";"Mit BSP Überwurfmutter
DRF - Gerade ";"With BSP Union Nut 
DRF - Straight ";"DRF.png ";"DRF.png ";"BSP - Flachdichtende - Armaturen ";"BSP - Flat - Face "
"3270 ";" 2.41 ";"BSP - 90°-Bogen ";"BSP - 90°-Elbow ";"Mit BSP Überwurfmutter
DRF - 90°-Bogen ";"With BSP Union Nut 
DRF - 90°-Elbow ";"DRF_90.png ";"DRF_90.png ";"BSP - Flachdichtende - Armaturen ";"BSP - Flat - Face "
"3897 ";" 2.42 ";"BSP - 45°-Bogen ";"BSP - 45°-Elbow ";"Mit BSP Überwurfmutter
DRF - 45°-Bogen ";"With BSP Union Nut 
DRF - 45°-Elbow ";"DRF_45.png ";"DRF_45.png ";"BSP - Flachdichtende - Armaturen ";"BSP - Flat - Face "
"3279 ";" 2.43 ";"BSP - Flachdichtend ";"BSP - Flat sealing ";"Flachdichtend
Mit angedrehter Dichtkante 
Form B
Gewinde: BSP - Zylindrisch ";"Flat sealing
With Sealing Shoulder 
Form B
Thread: BSP - Parallel ";"AGF.png ";"AGF.png ";"BSP - Flachdichtend - Außengewinde ";"BSP - Flat - Face - Male "
"3294 ";" 2.44 ";"Gerade ";"Straight ";"FORFS - Gerade
Flachdichtend mit Überwurfmutter ";"FORFS - Straight
Flat sealing with Nut ";"FORFS.png ";"FORFS.png ";"ORFS - Flachdichtende-Armaturen ";"ORFS - Flat - Face "
"3295 ";" 2.45 ";"90°-Bogen ";"90°-Elbow ";"FORFS - 90°-Bogen
Flachdichtend mit Überwurfmutter ";"FORFS - 90°-Elbow
Flat sealing with Nut ";"FORFS_90.png ";"FORFS_90.png ";"ORFS - Flachdichtende-Armaturen ";"ORFS - Flat - Face "
"3296 ";" 2.46 ";"45°-Bogen ";"45°-Elbow ";"FORFS - 45°-Bogen
Flachdichtend mit Überwurfmutter ";"FORFS - 45°-Elbow
Flat sealing with Nut ";"FORFS_45.png ";"FORFS_45.png ";"ORFS - Flachdichtende-Armaturen ";"ORFS - Flat - Face "
"3293 ";" 2.47 ";"Außengewinde Flachdichtend - ORFS ";"Flat-Face - ORFS ";"<div>Außengewinde Flachdichtend ORFS <br>
O-Ring Dichtung = NBR</div> ";"<div>Flat-Face - ORFS</div>

<div>O-ring = NBR</div> ";"MORFS.png ";"MORFS.png ";"ORFS - Flachdichtend - Außengewinde ";"ORFS - Flat - Face - Male "
"3284 ";" 2.48 ";"Gerade ";"Straight ";"SAE J 518 / ISO 6162
SFL 3 = 3.000 P.S.I.  - Gerade
SFS 6 = 6.000 P.S.I.  - Gerade ";"SAE J 518 / ISO 6162
SFL 3 = 3.000 P.S.I.  - Straight
SFS 6 = 6.000 P.S.I.  - Straight ";"SFL_SFS.png ";"SFL_SFS.png ";"SAE - Flansch - Armaturen ";"SAE - Flanges "
"3285 ";" 2.49 ";"90°-Bogen ";"90°-Elbow ";"SAE J 518 / ISO 6162
SFL 3 = 3.000 P.S.I. - 90°
SFS 6 = 6.000 P.S.I. - 90° ";"SAE J 518 / ISO 6162
SFL 3 = 3.000 P.S.I. - 90°
SFS 6 = 6.000 P.S.I. - 90° ";"SFL_SFS_90.png ";"SFL_SFS_90.png ";"SAE - Flansch - Armaturen ";"SAE - Flanges "
"3286 ";" 2.50 ";"45°-Bogen ";"45°-Elbow ";"SAE J 518 / ISO 6162
SFL 3 = 3.000 P.S.I. - 45°
SFS 6 = 6.000 P.S.I. - 45° ";"SAE J 518 / ISO 6162
SFL 3 = 3.000 P.S.I. - 45°
SFS 6 = 6.000 P.S.I. - 45° ";"SFL_SFS_45.png ";"SFL_SFS_45.png ";"SAE - Flansch - Armaturen ";"SAE - Flanges "
"3290 ";" 2.51 ";"SAE-Vollflansch ";"SAE-Flange Clamp ";"  ";"";"VF.png ";"VF.png ";"SAE - Vollflansch ";"SAE - Flange - Clamp "
"3291 ";" 2.52 ";"SAE-Flanschhälften ";"SAE-Split Flange Halves ";"";"";"FLH.png ";"FLH.png ";"SAE - Flanschhälften ";"SAE - Split - Flange - Halves "
"3838 ";" 2.53 ";"Metrische Schrauben ";"Metric screws ";"Für SAE-Vollflansch & SAE-Flanschhälften
Inklusive Federring ";"For SAE-Flange Clamps & SAE-Split Flange Halves
Inclusive Snap Ring ";"MS.png ";"MS.png ";"Metrische - Schrauben ";"Metric - Screws "
"3261 ";" 2.54 ";"Leichte Reihe - Gerade ";"Light Series - Straight ";"Leichte Reihe = BEL - Gerade ";"Light Series = BEL - Straight ";"BEL.png ";"BEL.png ";"Rohrstutzen ";"Stand - Pipe - Connectors "
"3262 ";" 2.55 ";"Schwere Reihe - Gerade ";"Heavy Series - Straight ";"Schwere Reihe = BES - Gerade ";"Heavy Series = BES - Straight ";"BES.png ";"BES.png ";"Rohrstutzen ";"Stand - Pipe - Connectors "
"3263 ";" 2.56 ";"Gerade ";"Straight ";"Zölliges Rohr - Gerade ";"Inch Tube - Straight ";"BE.png ";"BE.png ";"Rohrstutzen ";"Stand - Pipe - Connectors "
"3265 ";" 2.57 ";"90°-Bogen ";"90°-Elbow ";"Leichte Reihe = BEL - 90°-Bogen
Schwere Reihe = BES - 90°-Bogen ";"Light Series = BEL - 90°-Elbow
Heavy Series = BES - 90°-Elbow ";"BEL_BES_90.png ";"BEL_BES_90.png ";"Rohrstutzen ";"Stand - Pipe - Connectors "
"3264 ";" 2.58 ";"45°-Bogen ";"45°-Elbow ";"Leichte Reihe = BEL - 45°-Bogen
Schwere Reihe = BES - 45°-Bogen ";"Light Series = BEL - 45°-Elbow
Heavy Series = BES - 45°-Elbow ";"BEL_BES_45.png ";"BEL_BES_45.png ";"Rohrstutzen ";"Stand - Pipe - Connectors "
"3861 ";" 2.59 ";"Rohrstutzen für Doppel-Klemmring-Verschraubungen ";"Pipe Connectors for Twin Ferrule Couplings ";"BE - SL - Gerade ";"BE - SL - Straight
  ";"BE-SL.png ";"BE-SL.png ";"Rohrstutzen für Doppel - Klemmring - Verschraubungen ";"Stand - Pipe - Connectors for Twin - Ferrule - Couplings "
"3280 ";" 2.60 ";"Kegelig ";"Taper ";"AGRk = Kegeliges Rohraußengewinde ";"AGRk = BSP - Male - Taper ";"AGRk.png ";"AGRk.png ";"Außengewinde - Armaturen ";"Male - Inserts "
"3281 ";" 2.61 ";"NPT ";"NPT ";"AGN = NPT-Außengewinde ";"AGN = NPT - Male ";"AGN.png ";"AGN.png ";"Außengewinde - Armaturen ";"Male - Inserts "
"3282 ";" 2.62 ";"Doppelschlauchnippel ";"Double-Hose Connectors ";"";"";"DSN.png ";"DSN.png ";"Doppelschlauch - Armaturen ";"Hose - Mender "
"3292 ";" 2.63 ";"Steck-O-Nippel ";"Quick-Disconnect O-Nipples ";"Torsionsfrei ";"Torsion-free ";"STN.png ";"STN.png ";"Steck - O - Armaturen ";"Quick - Disconnect - O - Inserts "
"3283 ";" 2.64 ";"Waschgeräte-Nippel ";"Waterwash-Nipples ";"";"";"DKO-KAE.png ";"DKO-KAE.png ";"Waschgeräte - Armaturen ";"Waterwash - Inserts "
"3289 ";" 2.65 ";"Ringnippel ";"Banjos ";"Metrisch + Zöllig ";"Metric + BSP ";"RGN.png ";"RGN.png ";"Ring - Armatur ";"Banjos - Inserts "
"3288 ";" 2.66 ";"Ringstutzen ";"Banjos ";"DIN 7642
Für Lötung, Form B ";"DIN 7642
For Soldering, Form B ";"RGN-.png ";"RGN-.png ";"Ringstutzen ";"Capillary - Banjos "
"3287 ";" 2.67 ";"Hohlschrauben ";"Bolts ";"Metrisch (DIN 7643) + Zöllig ";"Metric (DIN 7643) + BSP ";"HS.png ";"HS.png ";"Hohlschrauben ";"Banjo - Bolts "
"3298 ";" 2.68 ";"Dichtkegel mit O-Ring - Leichte Reihe - Gerade ";"Tapered Nipples with O-ring - Light Series - Straight ";"<div>Einsteck-DKOL-Nippel für Steckschlauch Für Gegenanschluss mit 24°-Konus und &nbsp;Schneidringverschraubungen DIN 2353 / DIN EN ISO 8434-1 Leichte Reihe = DKOL - Gerade O-Ring = NBR Auf Anfrage: FPM</div> ";"<div>Push-Lock-DKOL-Nipples for Push-on-Hose For Fittings with 24°-Cone and &nbsp;Solderless Connectors DIN 2353 / DIN EN ISO 8434-1 Light Series = DKOL - Straight O-ring = NBR On Request: FPM</div> ";"PL-DKOL.png ";"PL-DKOL.png ";"Push - Lock - Armaturen ";"Push - Lock - Inserts "
"3903 ";" 2.69 ";"Universal-Dichtkegel  - Leichte Reihe - Gerade ";"Universal Tapered Nipples - Light Series - Straight ";"Einsteck-DKL-Nippel für Steckschlauch
Für Gegenanschluss mit 24°-Konus und 
Schneidringverschraubungen
DIN 2353 / DIN EN ISO 8434-1
Leichte Reihe = DKL - Gerade ";"Push-Lock-DKL-Nipples for Push-on-Hose
For Fittings with 24°-Cone and 
Solderless Connectors
DIN 2353 / DIN EN ISO 8434-1
Light Series = DKL - Straight ";"PL-DKL-M.png ";"PL-DKL-M.png ";"Push - Lock - Armaturen ";"Push - Lock - Inserts "
"3299 ";" 2.70 ";"Rohrstutzen - Leichte Reihe - Gerade ";"Pipe Connectors - Light Series - Straight ";"Einsteck-BEL-Nippel für Steckschlauch
Leichte Reihe = BEL - Gerade ";"Push-Lock-BEL-Nipples for Push-on-Hose
Light Series = BEL - Straight ";"PL-BEL.png ";"PL-BEL.png ";"Push - Lock - Armaturen ";"Push - Lock - Inserts "
"3300 ";" 2.71 ";"Dichtkegel - BSP - 60° - Gerade ";"Tapered Nipples - BSP - 60° - Straight ";"Einsteck-DKR-Nippel für Steckschlauch
Mit BSP Überwurfmutter
Für Gegenanschluss mit 60°-Konus
DKR - Gerade ";"Push-Lock-DKR-Nipples for Push-on-Hose
With BSP Union Nut
For Connectors with 60°-Cone
DKR - Straight ";"PL-DKR.png ";"PL-DKR.png ";"Push - Lock - Armaturen ";"Push - Lock - Inserts "
"3301 ";" 2.72 ";"Aussengewinde-Nippel - Leichte Reihe - Metrisch - 24°-Konus ";"Male Nipples - Light Series - Metric - 24°-Cone ";"Einsteck-CEL-Nippel für Steckschlauch
Mit 24°-Konus für Schneidringverschraubungen
DIN 2353 / DIN EN ISO 8434-1
Leichte Reihe = CEL ";"Push-Lock-CEL-Nipples for Push-on-Hose
For Compression Couplings
DIN 2353 / DIN EN ISO 8434-1 with 24°-Cone
Light Series = CEL ";"PL-CEL.png ";"PL-CEL.png ";"Push - Lock - Armaturen ";"Push - Lock - Inserts "
"3905 ";" 2.73 ";"Aussengewinde-Nippel - BSP - 60°-Konus - AGN ";"Male Nipples - BSP - 60°-Cone - AGN ";"Einsteck-Aussengewinde-Nippel für Steckschlauch
PL-AGN mit 60°-Innenkonus
NPT-Gewinde: ANSI / ASME B1.20.1-1983 ";"Push-Lock-Male for Push-on-Hose 
PL-AGN with 60°-Cone
NPT-Thread: ANSI / ASME B1.20.1-1983 ";"PL-AGN.png ";"PL-AGN.png ";"Push - Lock - Armaturen ";"Push - Lock - Inserts "
"3302 ";" 2.74 ";"Aussengewinde-Nippel - BSP - 60°-Konus - AGR ";"Male Nipples - BSP - 60°-Cone - AGR ";"Einsteck-Aussengewinde-Nippel für Steckschlauch 
PL-AGR mit 60 °-Innenkonus und 
angedrehter Dichtkante 
Form B 
Gewinde: BSP Zylindrisch ";"Push-Lock-Male for Push-on-Hose
PL-AGR with 60°-Cone and 
Seling Shoulder 
Form B 
Thread: BSP-Parallel ";"PL-AGR.png ";"PL-AGR.png ";"Push - Lock - Armaturen ";"Push - Lock - Inserts "
"3297 ";" 2.8 ";"PF-PTFE ";"PF-PTFE ";"<div>PF-PTFE Für Schlauchtyp: PTFE-Schlauch, dicke Seele, mit 1 Klöppellage Zu verwenden für Armaturen Rubrik 2.17-2.64</div> ";"<div>PF-PTFE &nbsp;For Hose Type: PTFE-Hose, heavy wall, with 1 braid To use for Hose Inserts Category 2.17-2.64</div> ";"PF-PTFE.png ";"PF-PTFE.png ";"Pressfassungen ";"Ferrules "
"3303 ";" 2.9 ";"PF-W-PTFE ";"PF-W-PTFE ";"<div>PF-W-PTFE Für Schlauchtyp: PT3W - PTFE-Wellschlauch, mit 1 Klöppellage Zu verwenden für Armaturen Rubrik 2.17-2.64</div> ";"<div>PF-W-PTFE For Hose Type: PT3W - PTFE-Convoluted-Hose, with 1 braid To use for Hose Inserts Category 2.17-2.64</div> ";"PF-W-PTFE.png ";"PF-W-PTFE.png ";"Pressfassungen ";"Ferrules "
"3327 ";" 3.10 ";"45°-Bogen ";"45°-Elbow ";"<div>Mit Ausreißsicherung &nbsp;Interlock Serie DKOL - 45°-Bogen - 24°-Konus</div>

<div>O-Ring: NBR</div>

<div>Auf Anfrage: FPM</div> ";"<div>With Wire Trap Area Interlock Series DKOL - 45°-Elbow - 24°-Cone</div>

<div>O-Ring: NBR</div>

<div>On Request: FPM</div> ";"I-DKOL_45.png ";"I-DKOL_45.png ";"24° - Dichtkegel mit O-Ring - Interlock ";"24°-Cone with O-Ring - Interlock "
"3308 ";" 3.11 ";"45°-Bogen ";"45°-Elbow ";"<div>Mit Ausreißsicherung - Schwere Reihe &nbsp;Interlock Serie DKOS - 45°-Bogen - 24°-Konus</div>

<div>O-Ring: NBR</div>

<div>Auf Anfrage: FPM</div> ";"<div>With Wire Trap Area - Heavy Series Interlock Series DKOS - 45°-Elbow - 24°-Cone</div>

<div>O-Ring: NBR</div>

<div>On Request: FPM</div> ";"I-DKOS_45.png ";"I-DKOS_45.png ";"24° - Dichtkegel mit O-Ring - Interlock ";"24°-Cone with O-Ring - Interlock "
"3317 ";" 3.12 ";"Interlock-Armaturen - CES - Nippel - 24°-Konus ";"Interlock-Fittings - CES - Male Nipples - 24°-Cone ";"Mit Ausreißsicherung - Schwere Reihe
Interlock Serie
CES mit 24°-Konus für Schneidringverschraubung 
DIN 2353 / DIN EN ISO 8434-1 ";"With Wire Trap Area - Heavy Series
Interlock Series
CES with 24°-Cone for Compression Couplings 
DIN 2353 / DIN EN ISO 8434-1 ";"I-CES.png ";"I-CES.png ";"24° - Konus - Außengewinde - Interlock ";"24° - Male - Cone-Interlock "
"3313 ";" 3.13 ";"Gerade ";"Straight ";"<div>Mit Ausreißsicherung - Schwere Reihe &nbsp;Interlock Serie DKOR - mit O-Ring und Überwurfmutter BSP-Gewinde für Gegenanschluss mit &nbsp;60°-Konus - Gerade</div>

<div>O-Ring: NBR</div>

<div>Auf Anfrage: FPM</div> ";"<div>With Wire Trap Area - Heavy Series Interlock Series DKOR - with O-ring and BSP Union Nut For Connectors with 60°-Cone - Straight</div>

<div>O-Ring: NBR</div>

<div>On Request: FPM</div> ";"I-DKOR.png ";"I-DKOR.png ";"60° - Dichtkegel mit O-Ring - Interlock ";"60° - Cone with O-Ring - Interlock "
"3315 ";" 3.14 ";"90°-Bogen ";"90°-Elbow ";"Mit Ausreißsicherung - Schwere Reihe 
Interlock Serie
DKOR - mit O-Ring und Überwurfmutter
BSP-Gewinde für Gegenanschluss mit 60°-Konus - 90°-Bogen ";"With Wire Trap Area - Heavy Series
Interlock Series
DKOR - with O-ring and BSP Union Nut
For Connectors with 60°-Cone - 90°-Elbow ";"I-DKOR_90.png ";"I-DKOR_90.png ";"60° - Dichtkegel mit O-Ring - Interlock ";"60° - Cone with O-Ring - Interlock "
"3314 ";" 3.15 ";"45°-Bogen ";"45°-Elbow ";"Mit Ausreißsicherung - Schwere Reihe 
Interlock Serie
DKOR - mit O-Ring und Überwurfmutter
BSP-Gewinde für Gegenanschluss mit 
60°-Konus - 45°-Bogen ";"With Wire Trap Area - Heavy Series
Interlock Series
DKOR - with O-ring and BSP Union Nut
For Connectors with 60°-Cone - 45°-Elbow ";"I-DKOR_45.png ";"I-DKOR_45.png ";"60° - Dichtkegel mit O-Ring - Interlock ";"60° - Cone with O-Ring - Interlock "
"3318 ";" 3.16 ";"Interlock-Außengwinde ";"Interlock-Male-Nipples ";"Mit 60°-Innenkonus und angedrehter Dichtkante 
Form B
Gewinde: BSP - Zylindrisch ";"With 60°-Cone and Sealing Shoulder 
Form B 
Thread: BSP - Parallel ";"I-AGR.png ";"I-AGR.png ";"60° - Konus - Außengewinde - Interlock ";"60° - Male - Cone-Interlock "
"3310 ";" 3.17 ";"Gerade ";"Straight ";"<div>Mit Ausreißsicherung - Schwere Reihe Interlock Serie JIC-37° - Armatur für mit &nbsp;Überwurfmutter - Gerade</div> ";"<div>With Wire Trap Area - Heavy Series Interlock Series JIC-37° - Female Insert Straight</div> ";"I-DKJ.png ";"I-DKJ.png ";"37° - (JIC) Dichtkegel - Interlock ";"37° - (JIC) Cone - Interlock "
"3312 ";" 3.18 ";"90°-Bogen ";"90°-Elbow ";"<div>Mit Ausreißsicherung - Schwere Reihe Interlock Serie JIC-37° - Armatur mit Überwurfmutter - 90°-Bogen</div> ";"<div>With Wire Trap Area - Heavy Series Interlock Series JIC-37° - Female Insert 90°-Elbow</div> ";"I-DKJ_90.png ";"I-DKJ_90.png ";"37° - (JIC) Dichtkegel - Interlock ";"37° - (JIC) Cone - Interlock "
"3311 ";" 3.19 ";"45°-Bogen ";"45°-Elbow ";"<div>Mit Ausreißsicherung - Schwere Reihe Interlock Serie JIC-37° - Armatur mit &nbsp;Überwurfmutter - 45°-Bogen</div> ";"<div>With Wire Trap Area - Heavy Series Interlock Series JIC-37° - Female Insert 45°-Elbow</div> ";"I-DKJ_45.png ";"I-DKJ_45.png ";"37° - (JIC) Dichtkegel - Interlock ";"37° - (JIC) Cone - Interlock "
"3319 ";" 3.20 ";"Interlock-Armaturen-JIC ";"Interlock-Fittings-JIC ";"<div>Mit Ausreißsicherung - Schwere Reihe &nbsp;Interlock Serie JIC-Außengewinde - 74°</div> ";"<div>With Wire Trap Area - Heavy Series Interlock Series JIC-Male - 74°</div> ";"I-AGJ.png ";"I-AGJ.png ";"37° - (JIC) Kegel - Interlock ";"37° - (JIC) Male - Cone - Interlock "
"3323 ";" 3.21 ";"Gerade ";"Straight ";"Mit Ausreißsicherung - Schwere Reihe 
Interlock Serie
SAE-ISO-Flansch
SFL 3 = 3.000 P.S.I. - Gerade
SFS 6 = 6.000 P.S.I. - Gerade
Andere Größen auf Anfrage! ";"With Wire Trap Area - Heavy Series
Interlock Series
SAE-ISO-Flange
SFL 3 = 3.000 PSI - Straight
SFS 6 = 6.000 PSI - Straight
Other sizes on request! ";"I-SFL_I-SFS.png ";"I-SFL_I-SFS.png ";"SAE - Flansch - Interlock ";"SAE-Flange-Interlock "
"3325 ";" 3.22 ";"90°-Bogen ";"90°-Elbow ";"Mit Ausreißsicherung - Schwere Reihe 
Interlock Serie
SAE-ISO-Flansch
SFL 3 = 3.000 P.S.I. - 90°-Bogen
SFS 6 = 6.000 P.S.I. - 90°-Bogen
Andere Größen auf Anfrage! ";"With Wire Trap Area - Heavy Series
Interlock Series
SAE-ISO-Flange
SFL 3 = 3000 PSI - 90°-Elbow
SFS 6 = 6000 PSI - 90°-Elbow
Other sizes on request! ";"I-SFL_I-SFS_90.png ";"I-SFL_I-SFS_90.png ";"SAE - Flansch - Interlock ";"SAE-Flange-Interlock "
"3324 ";" 3.23 ";"45°-Bogen ";"45°-Elbow ";"Mit Ausreißsicherung - Schwere Reihe 
Interlock Serie
SAE-ISO-Flansch
SFL 3 = 3.000 P.S.I. - 45°-Bogen
SFS 6 = 6.000 P.S.I. - 45°-Bogen
Andere Größen auf Anfrage! ";"With Wire Trap Area - Heavy Series
Interlock Series
SAE-ISO-Flange
SFL 3 = 3.000 PSI - 45°-Elbow
SFS 6 = 6.000 PSI - 45°-Elbow
Other sizes on request! ";"I-SFL_I-SFS_45.png ";"I-SFL_I-SFS_45.png ";"SAE - Flansch - Interlock ";"SAE-Flange-Interlock "
"3906 ";" 3.24 ";"Interlock-Armaturen - Doppelschlauchnippel ";"Interlock-Fittings - Double-Hose Connectors ";"Doppelschlauchnippel ";"Double-Hose Connectors ";"I-DSN.png ";"IDSN.png ";"Doppelschlauch - Armaturen - Interlock ";"Hose - Menders - Interlock "
"3320 ";" 3.25 ";"Interlock-NPT-Außengewinde ";"Interlock-NPT-Male - AGN-Nipples ";"Mit 60°-Konusaufnahme 
Interlock Serie ";"With 60°-Cone 
Interlock Series ";"I-AGN_.png ";"I-AGN.png ";"Außengewinde - Interlock ";"Male - Inserts - Interlock "
"3316 ";" 3.3 ";"P4-I ";"P4-I ";"<div>Mit Ausreißsicherung &nbsp;<br>
Interlock Serie <br>
Außen und innen schälen <br>
Zu verwenden für Armaturen Rubrik 3.6-3.25</div> ";"<div>With Wire Trap Area <br>
Interlock Series <br>
External and internal skive <br>
To use for Inserts Category 3.6-3.25</div> ";"P4-I.png ";"P4-I.png ";"Interlock-Fassungen ";"Interlock-Ferrules "
"3321 ";" 3.4 ";"P6-I ";"P6-I ";"<div>Mit Ausreißsicherung <br>
Interlock Serie <br>
Außen und innen schälen <br>
Zu verwenden für Armaturen Rubrik 3.6-3.25</div> ";"<div>With Wire Trap Area <br>
Interlock Series <br>
External and internal skive <br>
To use for Inserts Category 3.6-3.25</div> ";"P6-I.png ";"P6-I.png ";"Interlock-Fassungen ";"Interlock-Ferrules "
"3322 ";" 3.5 ";"P7-I ";"P7-I ";"<div>Mit Ausreißsicherung<br>
Interlock Serie <br>
Außen und innen schälen <br>
Zu verwenden für Armaturen Rubrik 3.6-3.25</div> ";"<div>With Wire Trap Area - </div>

<div>Interlock Series <br>
External and internal skive <br>
To use for Inserts Category 3.6-3.25</div> ";"P7-I.png ";"P7-I.png ";"Interlock-Fassungen ";"Interlock-Ferrules "
"3326 ";" 3.6 ";"Gerade ";"Straight ";"<div>Mit Ausreißsicherung Interlock Serie DKOL - Gerade - 24°-Konus</div>

<div>O-Ring: NBR</div>

<div>Auf Anfrage: FPM</div> ";"<div>With Wire Trap Area Interlock Series DKOL - Straight - 24°-Cone</div>

<div>O-Ring: NBR</div>

<div>On Request: FPM</div> ";"I-DKOL.png ";"I-DKOL.png ";"24° - Dichtkegel mit O-Ring - Interlock ";"24°-Cone with O-Ring - Interlock "
"3307 ";" 3.7 ";"Gerade ";"Straight ";"<div>Mit Ausreißsicherung - Schwere Reihe &nbsp;Interlock Serie DKOS - Gerade - 24°-Konus</div>

<div>O-Ring: NBR</div>

<div>Auf Anfrage: FPM</div> ";"<div>With Wire Trap Area - Heavy Series Interlock Series DKOS - Gerade - 24°-Cone</div>

<div>O-Ring: NBR</div>

<div>On Request: FPM</div> ";"I-DKOS.png ";"DKOS-K-A-S.png ";"24° - Dichtkegel mit O-Ring - Interlock ";"24°-Cone with O-Ring - Interlock "
